"location_id","location_name","process_id","date","poll","unit","source","country","frequency","aggregation_function","threshold","exceedance_allowed_per_year","organization","standard_id","value","exceedance","year","exceedance_this_year","violation","gadm1_id"
"london_gbr.1_1_gb","London","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,121.905495714286,1,2019,6,FALSE,"gbr.1_1"
"manchester_gbr.1_1_gb","Manchester","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,108.977695,1,2019,5,TRUE,"gbr.1_1"
"manchester_gbr.1_1_gb","Manchester","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,108.977695,1,2019,5,FALSE,"gbr.1_1"
"manchester_gbr.1_1_gb","Manchester","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,123.5307125,1,2019,6,TRUE,"gbr.1_1"
"manchester_gbr.1_1_gb","Manchester","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,123.5307125,1,2019,6,FALSE,"gbr.1_1"
"medway_gbr.1_1_gb","Medway","city_background_day_mad",2019-04-21,"pm10","µg/m3","aurn","GB","24-hour","mean",50,0,"WHO",13,60.8368421052632,1,2019,16,TRUE,"gbr.1_1"
"medway_gbr.1_1_gb","Medway","city_background_day_mad",2019-04-21,"pm10","µg/m3","aurn","GB","24-hour","mean",50,35,"UK",31,60.8368421052632,1,2019,16,FALSE,"gbr.1_1"
"medway_gbr.1_1_gb","Medway","city_background_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,47.0021176470588,1,2019,46,TRUE,"gbr.1_1"
"medway_gbr.1_1_gb","Medway","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,128.25575125,1,2019,7,TRUE,"gbr.1_1"
"medway_gbr.1_1_gb","Medway","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,128.25575125,1,2019,7,FALSE,"gbr.1_1"
"medway_gbr.1_1_gb","Medway","city_day_mad",2019-04-21,"pm10","µg/m3","aurn","GB","24-hour","mean",50,0,"WHO",13,61.0550460526316,1,2019,17,TRUE,"gbr.1_1"
"medway_gbr.1_1_gb","Medway","city_day_mad",2019-04-21,"pm10","µg/m3","aurn","GB","24-hour","mean",50,35,"UK",31,61.0550460526316,1,2019,17,FALSE,"gbr.1_1"
"medway_gbr.1_1_gb","Medway","city_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,48.0010588235294,1,2019,47,TRUE,"gbr.1_1"
"medway_gbr.1_1_gb","Medway","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,128.25575125,1,2019,8,TRUE,"gbr.1_1"
"medway_gbr.1_1_gb","Medway","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,128.25575125,1,2019,8,FALSE,"gbr.1_1"
"middlesbrough_gbr.1_1_gb","Middlesbrough","city_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,26.4208333333333,1,2019,11,TRUE,"gbr.1_1"
"middlesbrough_gbr.1_1_gb","Middlesbrough","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,132.1278125,1,2019,2,TRUE,"gbr.1_1"
"middlesbrough_gbr.1_1_gb","Middlesbrough","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,132.1278125,1,2019,2,FALSE,"gbr.1_1"
"midlothian_gbr.3_1_gb","Midlothian","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,147.368913125,1,2019,9,TRUE,"gbr.3_1"
"midlothian_gbr.3_1_gb","Midlothian","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,147.368913125,1,2019,9,FALSE,"gbr.3_1"
"midlothian_gbr.3_1_gb","Midlothian","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,147.368913125,1,2019,10,TRUE,"gbr.3_1"
"midlothian_gbr.3_1_gb","Midlothian","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,147.368913125,1,2019,10,FALSE,"gbr.3_1"
"neath port talbot_gbr.4_1_gb","Neath Port Talbot","city_day_mad",2019-04-21,"pm10","µg/m3","aurn","GB","24-hour","mean",50,0,"WHO",13,52.975,1,2019,10,TRUE,"gbr.4_1"
"neath port talbot_gbr.4_1_gb","Neath Port Talbot","city_day_mad",2019-04-21,"pm10","µg/m3","aurn","GB","24-hour","mean",50,35,"UK",31,52.975,1,2019,10,FALSE,"gbr.4_1"
"neath port talbot_gbr.4_1_gb","Neath Port Talbot","city_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,26.8416666666667,1,2019,14,TRUE,"gbr.4_1"
"neath port talbot_gbr.4_1_gb","Neath Port Talbot","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,135.47684875,1,2019,3,TRUE,"gbr.4_1"
"neath port talbot_gbr.4_1_gb","Neath Port Talbot","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,135.47684875,1,2019,3,FALSE,"gbr.4_1"
"newcastle upon tyne_gbr.1_1_gb","Newcastle upon Tyne","city_background_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,26.1385,1,2019,21,TRUE,"gbr.1_1"
"newcastle upon tyne_gbr.1_1_gb","Newcastle upon Tyne","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,140.70932375,1,2019,13,TRUE,"gbr.1_1"
"newcastle upon tyne_gbr.1_1_gb","Newcastle upon Tyne","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,140.70932375,1,2019,13,TRUE,"gbr.1_1"
"newcastle upon tyne_gbr.1_1_gb","Newcastle upon Tyne","city_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,26.1385,1,2019,22,TRUE,"gbr.1_1"
"newcastle upon tyne_gbr.1_1_gb","Newcastle upon Tyne","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,140.70932375,1,2019,14,TRUE,"gbr.1_1"
"newcastle upon tyne_gbr.1_1_gb","Newcastle upon Tyne","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,140.70932375,1,2019,14,TRUE,"gbr.1_1"
"north norfolk_gbr.1_1_gb","North Norfolk","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,112.133395,1,2019,5,TRUE,"gbr.1_1"
"north norfolk_gbr.1_1_gb","North Norfolk","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,112.133395,1,2019,5,FALSE,"gbr.1_1"
"north norfolk_gbr.1_1_gb","North Norfolk","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,112.133395,1,2019,6,TRUE,"gbr.1_1"
"north norfolk_gbr.1_1_gb","North Norfolk","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,112.133395,1,2019,6,FALSE,"gbr.1_1"
"northampton_gbr.1_1_gb","Northampton","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,155.0908375,1,2019,9,TRUE,"gbr.1_1"
"northampton_gbr.1_1_gb","Northampton","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,155.0908375,1,2019,9,FALSE,"gbr.1_1"
"northampton_gbr.1_1_gb","Northampton","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,155.0908375,1,2019,10,TRUE,"gbr.1_1"
"northampton_gbr.1_1_gb","Northampton","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,155.0908375,1,2019,10,FALSE,"gbr.1_1"
"norwich_gbr.1_1_gb","Norwich","city_background_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,35.1958333333333,1,2019,35,TRUE,"gbr.1_1"
"norwich_gbr.1_1_gb","Norwich","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,126.37147,1,2019,3,TRUE,"gbr.1_1"
"norwich_gbr.1_1_gb","Norwich","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,126.37147,1,2019,3,FALSE,"gbr.1_1"
"norwich_gbr.1_1_gb","Norwich","city_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,35.1958333333333,1,2019,36,TRUE,"gbr.1_1"
"norwich_gbr.1_1_gb","Norwich","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,126.37147,1,2019,4,TRUE,"gbr.1_1"
"norwich_gbr.1_1_gb","Norwich","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,126.37147,1,2019,4,FALSE,"gbr.1_1"
"nottingham_gbr.1_1_gb","Nottingham","city_background_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,25.55,1,2019,43,TRUE,"gbr.1_1"
"nottingham_gbr.1_1_gb","Nottingham","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,132.5830825,1,2019,5,TRUE,"gbr.1_1"
"nottingham_gbr.1_1_gb","Nottingham","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,132.5830825,1,2019,5,FALSE,"gbr.1_1"
"nottingham_gbr.1_1_gb","Nottingham","city_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,25.55,1,2019,44,TRUE,"gbr.1_1"
"nottingham_gbr.1_1_gb","Nottingham","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,132.5830825,1,2019,6,TRUE,"gbr.1_1"
"nottingham_gbr.1_1_gb","Nottingham","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,132.5830825,1,2019,6,FALSE,"gbr.1_1"
"pembrokeshire_gbr.4_1_gb","Pembrokeshire","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,121.1556225,1,2019,7,TRUE,"gbr.4_1"
"pembrokeshire_gbr.4_1_gb","Pembrokeshire","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,121.1556225,1,2019,7,FALSE,"gbr.4_1"
"pembrokeshire_gbr.4_1_gb","Pembrokeshire","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,121.1556225,1,2019,8,TRUE,"gbr.4_1"
"pembrokeshire_gbr.4_1_gb","Pembrokeshire","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,121.1556225,1,2019,8,FALSE,"gbr.4_1"
"plymouth_gbr.1_1_gb","Plymouth","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,145.66739125,1,2019,7,TRUE,"gbr.1_1"
"plymouth_gbr.1_1_gb","Plymouth","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,145.66739125,1,2019,7,FALSE,"gbr.1_1"
"plymouth_gbr.1_1_gb","Plymouth","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,145.66739125,1,2019,8,TRUE,"gbr.1_1"
"plymouth_gbr.1_1_gb","Plymouth","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,145.66739125,1,2019,8,FALSE,"gbr.1_1"
"portsmouth_gbr.1_1_gb","Portsmouth","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,128.061575,1,2019,5,TRUE,"gbr.1_1"
"portsmouth_gbr.1_1_gb","Portsmouth","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,128.061575,1,2019,5,FALSE,"gbr.1_1"
"portsmouth_gbr.1_1_gb","Portsmouth","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,128.061575,1,2019,6,TRUE,"gbr.1_1"
"portsmouth_gbr.1_1_gb","Portsmouth","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,128.061575,1,2019,6,FALSE,"gbr.1_1"
"powys_gbr.4_1_gb","Powys","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,134.87813875,1,2019,5,TRUE,"gbr.4_1"
"powys_gbr.4_1_gb","Powys","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,134.87813875,1,2019,5,FALSE,"gbr.4_1"
"powys_gbr.4_1_gb","Powys","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,134.87813875,1,2019,6,TRUE,"gbr.4_1"
"powys_gbr.4_1_gb","Powys","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,134.87813875,1,2019,6,FALSE,"gbr.4_1"
"preston_gbr.1_1_gb","Preston","city_background_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,29.5208333333333,1,2019,37,TRUE,"gbr.1_1"
"preston_gbr.1_1_gb","Preston","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,132.9011475,1,2019,5,TRUE,"gbr.1_1"
"preston_gbr.1_1_gb","Preston","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,132.9011475,1,2019,5,FALSE,"gbr.1_1"
"preston_gbr.1_1_gb","Preston","city_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,29.5208333333333,1,2019,38,TRUE,"gbr.1_1"
"preston_gbr.1_1_gb","Preston","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,132.9011475,1,2019,6,TRUE,"gbr.1_1"
"preston_gbr.1_1_gb","Preston","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,132.9011475,1,2019,6,FALSE,"gbr.1_1"
"reading_gbr.1_1_gb","Reading","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,143.15405625,1,2019,5,TRUE,"gbr.1_1"
"reading_gbr.1_1_gb","Reading","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,143.15405625,1,2019,5,FALSE,"gbr.1_1"
"reading_gbr.1_1_gb","Reading","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,143.15405625,1,2019,6,TRUE,"gbr.1_1"
"reading_gbr.1_1_gb","Reading","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,143.15405625,1,2019,6,FALSE,"gbr.1_1"
"ryedale_gbr.1_1_gb","Ryedale","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,145.679865,1,2019,35,TRUE,"gbr.1_1"
"ryedale_gbr.1_1_gb","Ryedale","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,145.679865,1,2019,35,TRUE,"gbr.1_1"
"ryedale_gbr.1_1_gb","Ryedale","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,145.679865,1,2019,36,TRUE,"gbr.1_1"
"ryedale_gbr.1_1_gb","Ryedale","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,145.679865,1,2019,36,TRUE,"gbr.1_1"
"salford_gbr.1_1_gb","Salford","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,132.02527875,1,2019,5,TRUE,"gbr.1_1"
"salford_gbr.1_1_gb","Salford","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,132.02527875,1,2019,5,FALSE,"gbr.1_1"
"salford_gbr.1_1_gb","Salford","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,132.02527875,1,2019,6,TRUE,"gbr.1_1"
"salford_gbr.1_1_gb","Salford","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,132.02527875,1,2019,6,FALSE,"gbr.1_1"
"scottish borders_gbr.3_1_gb","Scottish Borders","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,144.98136875,1,2019,9,TRUE,"gbr.3_1"
"scottish borders_gbr.3_1_gb","Scottish Borders","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,144.98136875,1,2019,9,FALSE,"gbr.3_1"
"scottish borders_gbr.3_1_gb","Scottish Borders","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,144.98136875,1,2019,10,TRUE,"gbr.3_1"
"scottish borders_gbr.3_1_gb","Scottish Borders","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,144.98136875,1,2019,10,FALSE,"gbr.3_1"
"sheffield_gbr.1_1_gb","Sheffield","city_background_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,26.0416666666667,1,2019,40,TRUE,"gbr.1_1"
"sheffield_gbr.1_1_gb","Sheffield","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,136.29448875,1,2019,5,TRUE,"gbr.1_1"
"sheffield_gbr.1_1_gb","Sheffield","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,136.29448875,1,2019,5,FALSE,"gbr.1_1"
"sheffield_gbr.1_1_gb","Sheffield","city_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,27.6041666666667,1,2019,41,TRUE,"gbr.1_1"
"sheffield_gbr.1_1_gb","Sheffield","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,136.29448875,1,2019,6,TRUE,"gbr.1_1"
"sheffield_gbr.1_1_gb","Sheffield","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,136.29448875,1,2019,6,FALSE,"gbr.1_1"
"shetland islands_gbr.3_1_gb","Shetland Islands","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,121.55684125,1,2019,33,TRUE,"gbr.3_1"
"shetland islands_gbr.3_1_gb","Shetland Islands","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,121.55684125,1,2019,33,TRUE,"gbr.3_1"
"shetland islands_gbr.3_1_gb","Shetland Islands","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,121.55684125,1,2019,34,TRUE,"gbr.3_1"
"shetland islands_gbr.3_1_gb","Shetland Islands","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,121.55684125,1,2019,34,TRUE,"gbr.3_1"
"southampton_gbr.1_1_gb","Southampton","city_background_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,25.7708333333333,1,2019,35,TRUE,"gbr.1_1"
"southampton_gbr.1_1_gb","Southampton","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,113.80212375,1,2019,3,TRUE,"gbr.1_1"
"southampton_gbr.1_1_gb","Southampton","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,113.80212375,1,2019,3,FALSE,"gbr.1_1"
"southampton_gbr.1_1_gb","Southampton","city_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,25.7708333333333,1,2019,36,TRUE,"gbr.1_1"
"southampton_gbr.1_1_gb","Southampton","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,113.80212375,1,2019,4,TRUE,"gbr.1_1"
"southampton_gbr.1_1_gb","Southampton","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,113.80212375,1,2019,4,FALSE,"gbr.1_1"
"southend-on-sea_gbr.1_1_gb","Southend-on-Sea","city_background_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,37.35,1,2019,47,TRUE,"gbr.1_1"
"southend-on-sea_gbr.1_1_gb","Southend-on-Sea","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,131.15490875,1,2019,3,TRUE,"gbr.1_1"
"southend-on-sea_gbr.1_1_gb","Southend-on-Sea","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,131.15490875,1,2019,3,FALSE,"gbr.1_1"
"southend-on-sea_gbr.1_1_gb","Southend-on-Sea","city_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,37.35,1,2019,48,TRUE,"gbr.1_1"
"southend-on-sea_gbr.1_1_gb","Southend-on-Sea","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,131.15490875,1,2019,4,TRUE,"gbr.1_1"
"southend-on-sea_gbr.1_1_gb","Southend-on-Sea","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,131.15490875,1,2019,4,FALSE,"gbr.1_1"
"stoke on trent_gbr.1_1_gb","Stoke on Trent","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,131.99060875,1,2019,5,TRUE,"gbr.1_1"
"stoke on trent_gbr.1_1_gb","Stoke on Trent","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,131.99060875,1,2019,5,FALSE,"gbr.1_1"
"stoke on trent_gbr.1_1_gb","Stoke on Trent","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,131.99060875,1,2019,6,TRUE,"gbr.1_1"
"stoke on trent_gbr.1_1_gb","Stoke on Trent","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,131.99060875,1,2019,6,FALSE,"gbr.1_1"
"suffolk coastal_gbr.1_1_gb","Suffolk Coastal","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,148.21701875,1,2019,19,TRUE,"gbr.1_1"
"suffolk coastal_gbr.1_1_gb","Suffolk Coastal","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,148.21701875,1,2019,19,TRUE,"gbr.1_1"
"suffolk coastal_gbr.1_1_gb","Suffolk Coastal","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,148.21701875,1,2019,20,TRUE,"gbr.1_1"
"suffolk coastal_gbr.1_1_gb","Suffolk Coastal","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,148.21701875,1,2019,20,TRUE,"gbr.1_1"
"sunderland_gbr.1_1_gb","Sunderland","city_background_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,30.0818181818182,1,2019,19,TRUE,"gbr.1_1"
"sunderland_gbr.1_1_gb","Sunderland","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,131.90953375,1,2019,9,TRUE,"gbr.1_1"
"sunderland_gbr.1_1_gb","Sunderland","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,131.90953375,1,2019,9,FALSE,"gbr.1_1"
"sunderland_gbr.1_1_gb","Sunderland","city_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,30.0818181818182,1,2019,20,TRUE,"gbr.1_1"
"sunderland_gbr.1_1_gb","Sunderland","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,131.90953375,1,2019,10,TRUE,"gbr.1_1"
"sunderland_gbr.1_1_gb","Sunderland","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,131.90953375,1,2019,10,FALSE,"gbr.1_1"
"swansea_gbr.4_1_gb","Swansea","city_day_mad",2019-04-21,"pm25","µg/m3","aurn","GB","24-hour","mean",25,0,"WHO",11,26.7083333333333,1,2019,18,TRUE,"gbr.4_1"
"teignbridge_gbr.1_1_gb","Teignbridge","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,154.26137625,1,2019,19,TRUE,"gbr.1_1"
"teignbridge_gbr.1_1_gb","Teignbridge","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,154.26137625,1,2019,19,TRUE,"gbr.1_1"
"teignbridge_gbr.1_1_gb","Teignbridge","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,154.26137625,1,2019,20,TRUE,"gbr.1_1"
"teignbridge_gbr.1_1_gb","Teignbridge","city_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,154.26137625,1,2019,20,TRUE,"gbr.1_1"
"tendring_gbr.1_1_gb","Tendring","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,0,"WHO",14,133.4562025,1,2019,7,TRUE,"gbr.1_1"
"tendring_gbr.1_1_gb","Tendring","city_background_hour_mad",2019-04-21,"o3","µg/m3","aurn","GB","8-hour","mean",100,10,"UK",36,133.4562025,1,2019,7,FALSE,"gbr.1_1"
